variable,dummyVariable,toType,databaseStart,variableStart,fromType,recTo,numValidCat,catLabel,catLabelLong,units,recFrom,catStartLabel,variableStartShortLabel,variableStartLabel,notes
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,67,N/A,Age,converted categorical age (65 to 69),years,12,65 To 69 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,72,N/A,Age,converted categorical age (70 to 74),years,13,70 To 74 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,77,N/A,Age,converted categorical age (75 to 79),years,14,75 To 79 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,85,N/A,Age,converted categorical age (80 plus),years,15,80 Years or more,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::a,N/A,not applicable,not applicable,years,96,not applicable,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::b,N/A,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),Age,Age - (G),"Not applicable, don't know, refusal, not stated (96-99) were options in CCHS 2003, but had zero responses"
DHHGAGE_cont,N/A,cont,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::b,N/A,missing,missing,years,else,else,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,13,N/A,Age,converted categorical age (12 to 14),years,1,12 To 14 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,16,N/A,Age,converted categorical age (15 to 17),years,2,15 To 17 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,18.5,N/A,Age,converted categorical age (18 to 19),years,3,18 To 19 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,22,N/A,Age,converted categorical age (20 to 24),years,4,20 To 24 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,27,N/A,Age,converted categorical age (25 to 29),years,5,25 To 29 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,32,N/A,Age,converted categorical age (30 to 34),years,6,30 To 34 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,37,N/A,Age,converted categorical age (35 to 39),years,7,35 To 39 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,42,N/A,Age,converted categorical age (40 to 44),years,8,40 To 44 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,47,N/A,Age,converted categorical age (45 to 49),years,9,45 To 49 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,52,N/A,Age,converted categorical age (50 to 54),years,10,50 To 54 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,57,N/A,Age,converted categorical age (55 to 59),years,11,55 To 59 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,62,N/A,Age,converted categorical age (60 to 64),years,12,60 To 64 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,67,N/A,Age,converted categorical age (65 to 69),years,13,65 To 69 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,72,N/A,Age,converted categorical age (70 to 74),years,14,70 To 74 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,77,N/A,Age,converted categorical age (75 to 79),years,15,75 To 79 Years,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,85,N/A,Age,converted categorical age (80 plus),years,16,80 Years or more,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::a,N/A,not applicable,not applicable,years,96,not applicable,Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::b,N/A,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),Age,Age - (G),
DHHGAGE_cont,N/A,cont,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::b,N/A,missing,missing,years,else,else,Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_1,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,1,8,age (12 to 19),age (12 to 19),years,"[1,3]",12 To 14 Years (1); 15 To 17 Years (2); 18 To 19 Years (3),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_2,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,2,8,age (20 to 29),age (20 to 29),years,"[4,5]",20 to 24 Years (4); 25 To 29 Years (5),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_3,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,3,8,age (30 to 39),age (30 to 39),years,"[6,7]",30 To 34 Years (6); 35 To 39 Years (7),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_4,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,4,8,age (40 to 49),age (40 to 49),years,"[8,9]",40 To 44 Years (8); 45 To 49 Years (9),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_5,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,5,8,age (50 to 59),age (50 to 59),years,"[10,11]",50 To 54 Years (10); 55 To 59 Years (11),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_6,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,6,8,age (60 to 69),age (60 to 69),years,"[12,13]",60 To 64 Years (12); 65 To 69 Years (13),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_7,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,7,8,age (70 to 79),age (70 to 79),years,"[14,15]",70 To 74 Years (14); 75 To 79 Years (15),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_8,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,8,8,age (80 plus),age (80 plus),years,16,80 Years or more,Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_NA::a,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::a,8,not applicable,not applicable,years,96,not applicable,Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_NA::b,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::b,8,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_NA::b,cat,"cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2005_p::DHHEGAGE, [DHHGAGE]",cat,NA::b,8,else,else,years,else,else,Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_1,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,1,8,age (12 to 19),age (12 to 19),years,"[1,2]",12 To 14 Years (1); 15 To 19 Years (2),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_2,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,2,8,age (20 to 29),age (20 to 29),years,"[3,4]",20 to 24 Years (3); 25 To 29 Years (4),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_3,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,3,8,age (30 to 39),age (30 to 39),years,"[5,6]",30 To 34 Years (5); 35 To 39 Years (6),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_4,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,4,8,age (40 to 49),age (40 to 49),years,"[7,8]",40 To 44 Years (7); 45 To 49 Years (8),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_5,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,5,8,age (50 to 59),age (50 to 59),years,"[9,10]",50 To 54 Years (9); 55 To 59 Years (10),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_6,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,6,8,age (60 to 69),age (60 to 69),years,"[11,12]",60 To 64 Years (11); 65 To 69 Years (12),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_7,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,7,8,age (70 to 79),age (70 to 79),years,"[13,14]",70 To 74 Years (13); 75 To 79 Years (14),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_8,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,8,8,age (80 plus),age (80 plus),years,15,80 plus Years,Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_NA::a,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::a,8,not applicable,not applicable,years,96,not applicable,Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_NA::b,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::b,8,missing,missing,years,"[97,99]",don't know (97); refusal (98); not stated (99),Age,Age - (G),
DHHGAGE_D,DHHGAGE_D_cat8_NA::b,cat,"cchs2001_p, cchs2003_p","cchs2001_p::DHHAGAGE, cchs2003_p::DHHCGAGE",cat,NA::b,8,else,else,years,else,else,Age,Age - (G),
energy_exp,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHHGAGE_cont, PAA_045, PAA_050, PAA_075, PAA_080, PAADVDYS, PAADVVIG, PAYDVTOA, PAYDVADL, PAYDVVIG, PAYDVDYS]",N/A,Func::energy_exp_fun,N/A,N/A,N/A,N/A,N/A,Daily energy expenditure,Physical Activity,Daily energy expenditure,Used for all cycles. Derived from various physical activity measure for 18+ and 12-17 years old.
energy_exp,N/A,cont,"cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[DHHGAGE_cont, PAA_045, PAA_050, PAA_075, PAA_080, PAADVDYS, PAADVVIG, PAYDVTOA, PAYDVADL, PAYDVVIG, PAYDVDYS]",N/A,NA::b,N/A,missing,missing,N/A,N/A,Daily energy expenditure,Physical Activity,Daily energy expenditure,
energy_exp,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cont,copy,N/A,Daily energry expenditure,Daily energry expenditure,N/A,"[0,43.5]",Daily energy expenditure - (D),Physical Activity,Daily energy expenditure,
energy_exp,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cont,NA::a,N/A,not applicable,not applicable,N/A,99.6,Not applicable,Physical Activity,Daily energy expenditure,
energy_exp,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cont,NA::b,N/A,missing,missing,N/A,"[99.7,99.9]",don't know (99.7); refusal (99.8); not stated (99.9),Physical Activity,Daily energy expenditure,
energy_exp,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::PACADEE, cchs2003_p::PACCDEE, cchs2005_p::PACEDEE, [PACDEE]",cont,NA::b,N/A,missing,missing,N/A,else,else,Physical Activity,Daily energy expenditure,
GEOGPRV,GEOGPRV_cat11_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,10,11,NL,Nfld. & Labrador,N/A,10,Nfld. & Labrador,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,11,11,PEI,Prince Edward Island,N/A,11,Prince Edward Island,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,12,11,NS,Nova Scotia,N/A,12,Nova Scotia,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_4,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,13,11,NB,New Brunswick,N/A,13,New Brunswick,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_5,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,24,11,QC,Quebec,N/A,24,Quebec,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_6,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,35,11,ON,Ontario,N/A,35,Ontario,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_7,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,46,11,MB,Manitoba,N/A,46,Manitoba,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_8,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,47,11,SK,Saskatchewan,N/A,47,Saskatchewan,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_9,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,48,11,AB,Alberta,N/A,48,Alberta,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_10,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,59,11,BC,British Columbia,N/A,59,British Columbia,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_11,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,60,11,YT/NT/NU,Yukon/NWT/Nunavut,N/A,"[60,62]",Yukon/NWT/Nunavut,Province,Province of residence of respondent - (G),"CCHS2015_2016 and CCHS2017_2018 divides category into Yukon (60), NWT (61), and Nunavut (62)"
GEOGPRV,GEOGPRV_cat11_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,NA::a,11,not applicable,not applicable,N/A,96,not applicable,Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,NA::b,11,missing,missing,N/A,"[97,99]","don't know (97), refusal (98), not stated (99)",Province,Province of residence of respondent - (G),
GEOGPRV,GEOGPRV_cat11_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, [GEOGPRV]",cat,NA::b,11,missing,missing,N/A,else,else,Province,Province of residence of respondent - (G),
